Date,Close,High,Low,Open,Volume
11/7/2022,136.6015778,136.8277351,133.4058166,134.821787,83374600
11/8/2022,137.1719055,139.0696888,135.1954555,138.0667223,89908500
11/9/2022,132.6191711,136.237764,132.3438452,136.1885954,74917800
11/10/2022,144.4188995,144.4188995,137.1719014,138.8828681,118854000
11/11/2022,147.2016754,147.5064995,141.9606252,143.3864384,93979700
11/14/2022,145.8053436,147.7719655,144.9695233,146.4838306,73374100
11/15/2022,147.5360107,151.0267686,146.0807143,149.679637,89868300
11/16/2022,146.3068542,147.3688321,144.8318876,146.6411914,64218300
11/17/2022,148.2046509,148.9519619,143.7109119,143.9862378,80389400
11/18/2022,148.7651062,150.1515782,147.4671436,149.7680876,74829600
11/21/2022,145.5398712,147.860486,145.2547176,147.6539991,58724100
11/22/2022,147.673645,147.9096451,144.4778841,145.6578694,51804100
11/23/2022,148.5488281,149.2961392,146.847689,146.9558538,58301400
11/25/2022,145.6382294,146.3953832,144.6647458,145.8348886,35195900
11/28/2022,141.8131409,144.1927521,140.9871631,142.7177854,69246000
11/29/2022,138.8140411,142.3932933,138.0077338,141.8819673,83763800
11/30/2022,145.5595551,146.2380422,138.2043915,139.040197,111380900
12/1/2022,145.8348694,146.6411917,144.1632435,145.7365473,71250400
12/2/2022,145.3432007,145.5300322,143.2192453,143.5240843,65447400
12/5/2022,144.1828918,148.4012893,143.3372438,145.3038657,68826400
12/6/2022,140.5249634,144.8416976,139.5514802,144.6155403,64727200
12/7/2022,138.5878754,140.9773142,137.6635605,139.8170143,69721100
12/8/2022,140.2693176,141.1248085,138.7451975,139.984164,62128300
12/9/2022,139.7875214,143.1406161,138.5485397,139.9645102,76097000
12/12/2022,142.0786133,142.088441,138.7058487,140.3184782,70462700
12/13/2022,143.0422668,147.4671668,141.8327984,147.0050094,93886200
12/14/2022,140.8199768,144.2123968,138.8041862,142.9242618,82291200
